label,text
trung lập,còn nhiều người khổ hơn mình :))
trung lập,"tội mày quá , lần sau mày bình tĩnh hơn nhé"
tích cực,cười đau bụng luôn 🤣🤣
tiêu cực,dẹp hết . không có bán mua quần què gì nữa hết
tích cực,"nhìn 1 cái , cười 1 cái rồi về thôi"
tích cực,tuổi thơ dữ dội là đây .
tích cực,tính ra con bé đó chuyên nghiệp ấy chứ
tiêu cực,cái địt con mẹ mày ... biết bố mày xem xong tí rơi điện thoại không 😭😭😭😭😭😭😭😭😭
trung lập,sao tội vạy em
trung lập,đéo hiểu
trung lập,nhớ cái bếp của mẹ .
tiêu cực,tao ghét nhất đăng mấy thể loại v . đúg là nhãm lol
tiêu cực,ghét mấy cái thể loại này . toàn lũ hãm
trung lập,hẳn là phạt 5 triệu luôn
trung lập,cuộc sống mà
trung lập,sao không mua thịt về ướp dưới nền rồi nướng luôn
tiêu cực,((= nói cái này quá là bình thường luôn không đến mức phải xù lông nói là cười nhạo đâu ạ
trung lập,coi xong đoan này . tao thấy nhớ nhà vô cùng 😭
tích cực,công nhận 😌😌😌 đồng nghiệp hạp hạp tí có khi ngồi buôn cả ngày bám hơn cả bám người yêu . đi làm hôm nào cảm thấy hôm đó ý nghĩa vãi
trung lập,ông bà có đam mê .
trung lập,nếu như bạn nào không biết là bạn đồ chanh chẹ
trung lập,cái vị mà tao nghĩ đến cuối đời con người vẫn chưa nếm hết
tích cực,hoá nhện tỏ tình đấy :))))
trung lập,tôi từng trách bố mẹ sao sinh tôi ra trong hoàn cảnh này
tích cực,khu này đẹp vãi chưởng
trung lập,nhớ lại mỗi lần thay tim .. 😂
tích cực,em này sao giống chị tao quá vậy
trung lập,"ngay bây giờ , chỉ cần anh thật lòng với tôi là được :)"
trung lập,2 đại cao thủ đấu đầu :))
tích cực,dễ thương vầy :>
trung lập,tao đang nghiêm túc đấy
tích cực,nói không phải khoe chứ em đi xe bò đi học
tiêu cực,đm phải tao tao chửi mả bố nhà chúng nó lên chứ trêu trêu cái lol 😒😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng nó quây rồi nhăn nhỉ với nhau ..
trung lập,"hết cấp 3 , hết đại học và chỉ mới bắt đầu 1 cuộc chơi khác ."
trung lập,"cả đống người trên đường , mà nó chỉ dí mình tao 😭. t đã làm nên tội gì 😭😭"
trung lập,đã bảo cho tôi đi trước rồi mà không chịu . :v
trung lập,còn nhớ hay đã quên
trung lập,nếu chịu khó đặt vào hoàn cảnh của nhau mà sống thì cuộc sống đơn giản hơn rồi đó
tích cực,cưng v trờiiiiii .
trung lập,😢😢 miss you .. chính xác luôn ak hậu
trung lập,rồi liệu nằm với vợ ông làm thế nào nhỉ
trung lập,sau mỗi cuộc chia ly người ở lại vẫn là người đau lòng nhất :((
tích cực,"phim hay dã man diễn viên chính đẹp trai , xem đi xem lại không chán"
trung lập,tình yêu là sự mù quáng mà hix
tích cực,dễ thương quá
tích cực,"má , mặt đúng ngáo luôn 😂"
trung lập,có một sự tổn thương không hề nhẹ ở đây
tiêu cực,tết trung thu chứ có phải tết “ giao phối ” đâu mà cần gấu với chả gà 😌😌
tích cực,"làm ở đâu không quan trọng , quan trọng là vẫn buôn chuyện đều 😂😂😂"
tiêu cực,"kệ mẹ nó , giận được bao nhiêu thì giận . cắm sừng thì tao tiễn vong luôn"
tiêu cực,ra cái chỗ sóng không táp thì đéo ra cáu vãi :))
tích cực,hãy cảm ơn vì chúa đã ban em cho chị 😂😂
trung lập,họ đáp vì phép lịch sự còn mình vì yêu mà chủ động vì quan tâm mà hỏi đủ điều ..🙁
tích cực,:)) bật nhạc lên và quẩy thôi
tích cực,nhà tôi còn nè
tích cực,theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi
tích cực,món này ngon vãi
trung lập,viêm màn túi cấp nghiêm trọng
tiêu cực,kinh vãi
trung lập,đến bao giờ mới nhận được tiền nhỉ
tích cực,dăm ba con nhện nghĩ tao sợ (((=
trung lập,ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối cùng .!!!
tiêu cực,"mình muốn tag mấy ông hàng xóm vào đây để các bác ấy biết rằng , bác ấy không chỉ buồn mà còn hát rất dở"
tích cực,là mỗi buổi sáng thức dậy ta có thêm 1 ngày mới để yêu thương ❤️.
tích cực,dume dễ thương vãi ??
tiêu cực,ủa làm gì đánh tao muốn chết vậy đuỹ ?
trung lập,sau này nhất định phải nói chuyện lịch sự :)))) không phải một người đọc mà là mọi người cùng đọc =))))
tích cực,"3s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng minh lời tôi nói :"" tôi yêu em """
tích cực,ấm hơn cả người yêu :))
tích cực,e lên mang câu chuyện này đi thi thách thức danh hài . rất duyên
tích cực,thấy topic đúng tâm trạng quá .
trung lập,chụp không biết bao nhiêu lần rồi
tích cực,bài này hay tuyệt vời đấy ❤️
trung lập,thật ra là nó muốn kiếm em gái anh trai mưa đấy
trung lập,"ai mang đồ ăn cho anh ấy đi , kẻo đói tội nghiệp"
trung lập,"coi khúc đầu không hiểu , đến lúc ổng bước ra khỏi làn khói , thật không thể cầm được nước mắt"
trung lập,rất biết cách ngồi đấy nhỉ ????
trung lập,phim đó thì nam chính hay nữ chính đều chạy cả
trung lập,mấy con yêu nghiệt ngày xưa nội có nuôi 2 con cứ ra đằng sau là nó dí chạy muốn tuột mẹ quần 🙄🙄
trung lập,"hồi xưa , giờ yêu kiểu người lớn cơ mà"
tích cực,có vợ nên lắm . váy mới ngày trước toàn áo chấm bi của mẹ 🤣🤣
tích cực,nó cưng quá mày
tích cực,trời có bạn nhận ra mình luôn à @@
trung lập,😭😭😭😭😭😭
trung lập,tao nhìn sợ vãi
tích cực,cảm ơn bạn đã yêu đất nước việt nam tôi
trung lập,quan trọng là ông bà nội ngoại bạn phải giàu cái đã
tích cực,"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk"
trung lập,ewww mình chẳng giữ được gì huhu
tích cực,vậy cũng được luôn hả ? 😄
tích cực,"bộ phim này xem rất sướng . và rút ra được khám phá là thứ tuyệt vời nhất chứ không phải bằng cấp . giá như mấy ông "" bộ "" và mấy ông "" ngành "" dành thời gian xem phim này một lần ."
trung lập,xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn
tiêu cực,bây giờ gái nó chỉ cần bông hoa đồng tiền ném vào mặt nó để nó ăn tiêu chứ nó cần gì cái cây lu miên này .
tiêu cực,"mút này mình xịt nước cho nó mềm ra , lấy chổi đùa đùa lại quét tới lúc nghỉ việc luôn quét cũng chưa xong nha , thứ nl"
trung lập,và hơn hết là tụi nó không còn coi mình là con gái nữa
tiêu cực,moẹ thấy u ám hơn thì có . dume 💩
trung lập,hú hồn lon vẫn còn
trung lập,"một lúc nào đó chúng ta sẽ không nói chuyện nữa , lúc đó có lẽ em thật sự đã buông bỏ được rồi ..."
tiêu cực,hẳn là thần tài . mê tín vãi
tiêu cực,bớt chọc điên tao và bớt leo lên đầu tao ngồi 🙂 hãy để yên cho tao hiền 🙃
tích cực,kỷ niệm khó quên nhỉ kkk
tiêu cực,địt mẹ hoang đường !
tiêu cực,"cô giáo chủ nhiệm hơi bị khốn nhỉ ? cô như vậy thì học sinh sao này học theo cái tính tráo trở , hai mặt"
trung lập,xin chúa thương xót chúng con
trung lập,lâu quá mới nghe lại bài này buồn thế
tích cực,rất thuyết phục
trung lập,mình hỏi mua rồi mà người ta kiểu nữa muốn bán nữa không bạn
trung lập,buồn nhất là crush cũng chả có để mà thả 😞
tích cực,"ồ ! thật là bất ngờ , thật là thú zị , thật là liên quan ?"
tích cực,anh tải cái này về cho học nè . thú vị ghê
tích cực,làm gì quên được kkkkk
trung lập,nhìn thế thôi nhưng làm được video như này cũng khó lắm hay phết 🙂
tiêu cực,hợp lớp cái đéo gì được chục thằng = )
tiêu cực,ủa vậy phạm tội thì có ẩn danh không ? :)) ngộ àh
tích cực,lấy vợ xong anh có vẻ mũm mĩm nhỉ :333
tích cực,dỗ lại dễ thôi mà . nhỉ nhỉ 🤣🤣🤣
tiêu cực,cho tao hỏi mấy con súc vật tụi bây cười cái gì dzậy ? chắc tụi mày phải bị gậy vụt vào mõm thì mới hết dám ngẩng mặt nhìn đời phải không ?
trung lập,bạn nào cần bạn thân là con trai không :))
trung lập,tao bị quỳ cột cờ mới ác . cả trường biết mặt luôn . nhục vãi
tích cực,tao đã đóng dấu cấm đứa nào rớ vào =))))
tiêu cực,"dm tuổi thơ tao lại toàn ba thằng hãm lol , độc chép bài .... đùa đùa đéo cho chép chúng nó chửi sấp mặt luôn ☹️"
tiêu cực,và thế đéo nào chúng nó toàn gọi mình là thằng 😏😏😏
tiêu cực,khôn lõi đời à ? chừa này
trung lập,cũng chỉ là tạm thời . chỉ khi nào nguồn nước bẩn thôi đổ vào sông thì mới đảm bảo được .
tích cực,ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??
trung lập,"thật thà vãi , mà tao chỉ thích ăn xoài chua ."
trung lập,vẩy cật lực luôn =))
tiêu cực,sao toàn gái ngành với bọn chủ tịch bình luận không vậy 🙂
trung lập,đây còn hơn cả vua . giàu mà nghĩ lớn làm lớn .
tích cực,bất ngờ thiệt :))))
tích cực,"đang ỉa xem cười như điên , kkk"
trung lập,nghiệt ngã hơn là phi hành gia đéo tuyển mấy đứa lùn :((
tiêu cực,con mụ mất dạy . già mà lăng loàn . thấy người ta yếu thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử tế . lại còn tỏ nguy hiểm định ăn cức người ta ak
tích cực,thiếu cái que chấm dầu là ổn 😂
trung lập,bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối
trung lập,ăn ngon nhưng nóng không chịu được
trung lập,vừa đây về đông kinh hồn càng về đêm càng đông
trung lập,tổ đội đánh rắm vào mà xem
trung lập,bếp thiiêu chân mày
tiêu cực,con người ta giỏi nhất là ảo tưởng vị trí của mình trong lòng người khác 🙃
tiêu cực,"đúng là tuổi tác nó không chứng minh được gì cả , già rồi ăn nói không văn hoá cử chỉ hành động tục tĩu hết nói nỗi"
trung lập,ra vậy . nguy hiểm thật :(((
trung lập,hết tiền thật sự :(
tích cực,nóng quá nên đổ lên cho mát thôi mà :))
tích cực,cưng quá :)))
trung lập,lỗi của lái tàu nhé
tiêu cực,ai cũng bận cả và không ai rảnh rỗi ngày ngày quan tâm bạn đâu ?
tiêu cực,nuôi con chó mà để ve thế không thấy tởm nhỉ ?
tích cực,tuổi trẻ tài cao vãi
trung lập,vô duyên và hài hước nó có 1 làn ranh giới mỏng manh vãi
tiêu cực,đứng xa ra thì dễ dàng rồi =)) cái ngu ở đây là không viết được nhưng vãn cố chấp thôi =))
trung lập,xui thôi chứ quyền đang hay mà 😢
tích cực,công an béo như lợn không đuổi nổi tội phạm 😂😂
trung lập,nhưng tôi đéo có bạn trai thì phải làm sao ?
trung lập,nhìn cái ngành gd việt nam bây giờ ai cũng mệt mỏi
tiêu cực,"đó tao đi học tới 12 , mà dô lớp lì vẫn bị thầy cho nằm úp trên bàn trước lớp , kéo tà áo dài lên rồi đập cho mấy cây . giờ quánh thì không cho ( trừ mấy thầy cô yêuc quái cho mấy trăm cái bạt tai thì không tính ), phạt quỳ thì cũng lên báo . thua luôn ."
tích cực,cái gì mà rớt hột le tè vậy em gái 😁😁😁
trung lập,trước cái thời ở trọ nè anh
trung lập,sợ vãi =)))
tích cực,lãng mạn vãi_chưởng =)))))) 0
tiêu cực,tao tán sấp mặt
tiêu cực,việc làm và ý thức của những cổ động viên kém quá . mất hình ảnh bóng đá còn mất 1 tỷ tiền phạt .
trung lập,sao nhìn nó đấm đéo có lực gì hết nhỉ
trung lập,mình bị say xe bạn à :(((
tích cực,haha cái t2 hợp với em nè ;))
trung lập,vậy là thế giới mất đi không biết bao nhiêu món nướng rồi :(
tích cực,nói thật :)) tao chỉ buồn cười khi chúng nó chia tay thôi :))
tích cực,kết thúc phim bất ngờ quá
trung lập,"mới xem 1 đoạn xíu này mà cũng khóc hết hơi , nhìn em bé mất bố mà quay ra nhìn lại con mình đỏ hỏn nằm bên cạnh , thấy thương quá 😭"
tiêu cực,xứng đáng cho cái ngu của thằng oto .. nghiền nát luôn oto càng tốt .. để cho cái lũ não ngắn nó hiểu được quy định của hành lang đường sắt là như nào .
tích cực,ơ cưng < 3 < 3
trung lập,nếu câu chuyện này được liệt kê vào danh sắc câu chuyện cảm động nhất trường thì câu chuyện của thư sẽ được liệt vào đâu đây 😂😂😂 per
trung lập,"tại giống nhau quá , nhưng đừng như người ta nha , nghĩ đến tự tử các thứ chẳng có gì là hay cả"
tiêu cực,còn trẻ trâu lắm cả hai đứa
trung lập,"mong là nước pháp sẽ tập trung xây dựng ổn định trong nước , và đừng đụng chạm tới nước khác nữa"
trung lập,ngắn gọn thôi : thế bây giờ mày muốn tao dỗ hay là tao giỗ :v
tích cực,tao thích con bé nuốt chuối
tích cực,ng ta nuôi vì niềm đam mê
trung lập,trường mình chị lao công đóng cửa :((
tiêu cực,thính đấy đừng dính . vì 1 ngày nào đấy mày sẽ nhận ra không chỉ mình mày mới được vậy
tích cực,nước ngoài có đầy mà :))
tích cực,bô ̣ phim khiến bọn sinh viên có lí do để lười học theo li ́ thuyết là đây 😆
trung lập,hơn cả bộ phim kinh dị !
tiêu cực,nằm ngó miệng kiểu đó ai dám ăn ??????
tích cực,cả một bầu trời đáng yêu :)))))
trung lập,hic hic mình còn chả bao giờ được giận lại ấy chứ :((
tích cực,còn người yêu tao : một hơi có một anh đẹp trai bay lơ lửng rồi ôm lấy em khi em tắm :(((
tích cực,nó sẽ thì thầm tai mày “ dượng đây “ 🤣🤣
tích cực,tập có lỗi với thằng quay phim mà tao xem ba lần tao vẫn cười đứt ruột
trung lập,xem xong video tự thấy mình còn không bằng con chó ...
tiêu cực,tóm lại là giá trị của anh đéo bằng 1 cái bánh :<
trung lập,cay mắt
tiêu cực,đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu :))
tiêu cực,thằng kia cute đáng yêu mà cái con ý nó xấu z trời haha
trung lập,dume đêm ròii =))) tao cười vãi tí hàng xóm qua đánh bỏ mẹ
tích cực,sao cái gì em cũng biết vậy :)))
trung lập,đúng là như thế
tích cực,công nhận ngầu thật
trung lập,tình yêu đâu phân biệt là gay hay không gay vì đó là sự lựa của con tim mà họ đã nhắm tới !.
tiêu cực,dhs nhìn thằng đầu tiên trông ớn vãi :| chị em bg thích style lạ ghê ta :| bá khí ????
trung lập,môi trường làm việc là yếu tố quyết định
trung lập,nhớ lắm .. cay mắt lắm ....
tích cực,ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :)))
trung lập,mất rồi có lấy lại được đâu :)) cái gì nó cũng chỉ là quá khứ
tiêu cực,đéo mang não ... tay lại nhanh hơn não rồi ..
trung lập,ước gì được giận lại 😐
trung lập,nó bỏ mình đi rồi mỗi lần nghĩ tới nó ôi sao mà xót tim gan hơn mất người yêu
trung lập,ngày cuối cùng thực sự buồn
trung lập,nếu là tao thì tao sẽ không ăn được miếng nào
tiêu cực,bọn rải đinh nó đéo biết xe đi nhanh mà bị xì lốp thì như thế nào ??? 😣😣😣 não lol
trung lập,ngoài ra còn một số cái buồn nữa . không giải quyết kịp thời thì ??
tích cực,nghe nói dạo này bạn dưỡng da để kiếm người yêu per
trung lập,"em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii"
tích cực,"chuẩn đó , mà quên chưa có người yêu"
trung lập,"tập thể năm nay lại làm mình tiếc nuối từ thành viên đến gvcn :,(("
trung lập,đọc có chỗ vô lí vãi
tích cực,có khi nào mình thích anh hàng xóm vì mình thích con mèo nhà anh không nhỉ :<
tích cực,ờ tao tao thông minh thiệt đã dừng lại đúng lúc
trung lập,nghe ảo ghê nhưng cũng có lý
tiêu cực,"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho"
trung lập,đục khoét tuổi thơ vãi ;)))
tiêu cực,nhiều bạn cứ phán nọ kia nặng lời quá . chỉ là bạn ý có cách bóc phốt duyên dáng và hài hước thôi . chứ đâu có nặng nề như các bác nghĩ ..
trung lập,bảo ba mẹ dẫn đi bác sĩ ngay đi
tích cực,ui cưng quá
tích cực,không biết s chứ ngày lúc 17t tao đi phục vụ phòng karaoke ... mình tao 2 phòng chạy qua chạy lại mệt quá vì xỉn ... kkk . thế là tao nghỉ trong ngày đầu vào phục vụ karaoke .🤣🤣🤣
tích cực,tôi là ai đây là đâu :v tôi đã làm gì sai :3
trung lập,nghiệp hơi nặng nha !. làm hết hồn
tiêu cực,"mấy thằng ngáo để cho chết mẹ nó đi cho xã hội yên bình , quan tâm làm gì"
trung lập,mình còn chưa kịp đến :((
trung lập,"tìm tao con nhện này , con này lãng mạn coá"
tiêu cực,vừa mới xem hqua . kết thúc phim nhạt quá 😒😒
trung lập,làm công nhân đã khổ rồi mà tụi nó còn nỡ lòng nào hại người ta nhắn tin
trung lập,mất bà cái tuổi thơ -.-
trung lập,ko những công khai . mà phải cho thi lại . để biết đúng thực lực
tiêu cực,đã bảo bố mà mật vụ rồi ! hỏi lằm hỏi lốn
trung lập,hú hồn hà
trung lập,bếp ga nha
tích cực,rảnh rảnh ngồi cưa bàn với cưa cổ thèn ngồi gần mỗi khi nó ghẹo cũng vui ??
tích cực,tao thấy tao trong đó ahahahaha
trung lập,ai biết bài nhạc đoạn này không ?
tích cực,tao muốn con mèo thôi =))
trung lập,vỡ tan là như thế ấy
trung lập,đúng chất người đẹp mặc rẻ rách cũng đẹp
trung lập,"huhu đúng quá nè :< sư phụ đi rồi , còn thôi , đừng đi đâu nữa nhaaa 😢"
trung lập,thương quá . géc nhất những người nuôi chó mà không chăm ... tội cho kiếp em nó gặp phải 1 người chủ như vầy . thân thương !
trung lập,nhìn mà nổi hết da gà
trung lập,hẳn lớp đó nhiều nữ lắm ha
trung lập,ngày tao chia tay tao khóc quá trời luôn
tiêu cực,đứa lồn nào vẽ cái ổ điện thế 😂
tích cực,công tình yêu này nhân viên đông vậy luôn hả ?
trung lập,ai giúp bé với hix
trung lập,"200 năm xây dựng , tồn tại 800 năm , thật là tiếc cho nước pháp ."
trung lập,là ai thế nhỉ cụ :))
tích cực,đôi khi đi tù chỉ để thoả mãi thú vui
tích cực,thô nhưg thật :))
trung lập,nhìn lại giờ đéo biết vì sao ngày xưa mình đỗ đại học
trung lập,đã tìm ra cụ tổ của những chiếc sừng
trung lập,cảm thấy mình thất bại :((
tiêu cực,hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự
tiêu cực,"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄"
tích cực,có người yêu coi bộ cũng vui 🙂
trung lập,trong mv mà có tao đứng dưới mưa nữa thì buồn phải biết
tích cực,đi viện thôi mà có cần phải đẹp vậy không
trung lập,"thôi xong nhá , mấy đứa mà xác định làm răng cả đời thì ... tập xác định"
tiêu cực,"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết"
tiêu cực,dume thằng ghép nhạc nhé ????????
trung lập,thay đổi đại từ nhân xưng .
trung lập,"trưa nay nhà em ăn cơm , admin nói với mấy chú truyền hình đừng chiếu tin này lên nha"
tiêu cực,"cụ mua cái đoạn đường này chưa cụ , đg nếu không cấm đỗ xe thì người ta có quyền đỗ thôi , ghét nhất cái kiểu coi lòng đg như nhà mình rồi vừa đỗ cái xe vào là ra chửi . dcm"
tiêu cực,tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂
trung lập,ăn nhiều mau khoẻ .. tôm cá ấy mày giàu canxi
tích cực,có ai xem đi xem lại như tao mà vẫn cười đéo nhặt được mồm không ạ :))
trung lập,nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật
tiêu cực,cái đó là ngu chứ thik đéo gì
trung lập,lại thêm một con ngáo bất hạnh
tiêu cực,"tuổi thơ của tôi toàn gặp những thằng nhỏn mỏ lên chửi nhau , xách giày dí nhau chạy ."
trung lập,sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪
trung lập,chỉ biết xem và ngậm ngùi lướt qua
trung lập,thật tình là rất xin lỗi anh ở trog video . hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh . thật ra hộp quà trong video là của con lol với người yêu nó tặng nhau dịp sinh nhật . híccc
tích cực,hihi lâu lắm rùi mới thấy nó
trung lập,chắc gái xấu :p
tiêu cực,"nếu chấp hành nghiêm chỉnh luật giao thông ai phạt mình được nhỉ . cũng giống như đi học không thuộc bài giáo viên cho 0 ₫ là phải rồi . tất cả là do ý thức con người , đừng đỗ lỗi cho ai . 😑😑"
tích cực,mình trả phòng là chăn ga gấp gọn gàng . đồ đạc hẳn hoi trả người ta . dù sao mình cũng như người ta bẩn dọn mãi không sạch ai chẳng điên
trung lập,quan trọng phải là thần thái
tích cực,giọng lại còn ấm nữa chứ ♥️
tiêu cực,ích kỷ . cứ đường trước cửa là của nhà mình ah mà ra đuổi người ta
tiêu cực,thằng kia lắm lông quá nha :))
tiêu cực,anh ơi mua đập 1 phát vào mặt tụi chê mình đi anh
trung lập,gần nhà tao lại chẳng còn sót lại anh nào huhu
trung lập,khi tắt đi mới thấy ngạt thở .
tích cực,ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù :)))
tiêu cực,tưởng khoe người yêu
trung lập,quán tao vỡ sụp xuống hơn mưa
trung lập,bộ phim đầu tiên làm tao khóc thành tiếng
trung lập,"hồi xưa vào trông nhà cho ông bà , thuê đĩa võ thuật này xem cho mạnh mé đỡ sợ mà thuê ngay đĩa này . ám ảnh quả nhạc tao tao téo vãi"
trung lập,ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢
tiêu cực,heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp
tiêu cực,quả cr7 mà kill đéo gì nhỉ
tiêu cực,cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không
tiêu cực,nhà nào nuôi nó mà ác thế
trung lập,mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời
tiêu cực,con này tuổi gì với con nhái với con thằn lằn :))) per
tích cực,wtf nắng rồi mà @@
tiêu cực,cái tội sờ mông người ta ??
trung lập,nhưng nó sẽ to và rộng ra :(
tiêu cực,tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi
tích cực,ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂
tích cực,không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ
trung lập,ước mơ là không cần học cũng giỏi
trung lập,""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢"
trung lập,"quê tao mà , tao nhìn 1 cái là biết ngay"
trung lập,từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi
trung lập,ai củng đi mà đem về như tao thì không cần phải có công nhân vệ sinh rồi
tiêu cực,gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢
trung lập,cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy
trung lập,"mong là bố mẹ mình không đọc được tin này , sợ vãi"
trung lập,sợ vãi
tích cực,đi cho vui chứ chả mua sắm gì :)))) người every where
trung lập,"thà biết rồi đau 1 lần cho tởn rồi thôi , chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻"
tiêu cực,còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại
tích cực,"t nghe nói : đi tập gym sẽ có người yêu ...! awwww . điều đó không sai , điều đó là có thật 😂😂😂"
tích cực,"2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄"
trung lập,thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai
trung lập,gáy sớm để làm gì cơ chứ haizz
tích cực,vậy bỏ tiền mua cái máy tính đó để chi ta ???
tích cực,đẻ sao mà cu con đẹp quá vậy trời 😍
trung lập,có bao giờ con sóng không xô vào bờ đâu em ....
tích cực,húp trọn sàn nhà 😁😁😁
trung lập,nguy hiểm lắm
trung lập,nhanh ghê mới đó đã 9 năm rồi 😢
tiêu cực,thế mà cô yến bị phạt có 5 triệu :v
trung lập,đó là động lực chứ không phải để đem ra so sánh ..
trung lập,"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭😭"
tích cực,à thì ra là như v =))))
tích cực,"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????"
tiêu cực,con mèo đúng là cái đồ đáng ghét
tích cực,giờ tao mới nhớ tao đã từng :))
trung lập,chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi
trung lập,tao mà nhậu xong đi cái đường này xác định
trung lập,cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b )
trung lập,quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt
tích cực,cũng may tao là một con đàn ông :))
tích cực,các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .
tiêu cực,đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi
trung lập,"khi theo đuổi sự ưu tú , sự thành công sẽ theo đuổi bạn"
tích cực,vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à
trung lập,cái gì cũng có 2 mặt của nó . làm việc phải nghe bằng 2 tai
trung lập,vại mà có nhiều người quan niệm quá sai lầm về việc có bạn là con trai .
trung lập,làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .
trung lập,"như đi hiến máu chẳng hạn :3 , suýt thì được gặp :("
tiêu cực,lại nhặng lên à . cảm thấy trong sạch thì cần gì nhặng lên thế
tiêu cực,vui chơi không an toàn gì cả
tích cực,rất ghét phim ấn nhưng phải nói phim này hay 👍
trung lập,haiz nuôi được nuôi không thì thôi chứ nuôi mà để v coi được haizz
tiêu cực,nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày
trung lập,eo ôi làm nhớ hồi nhỏ đi học mẫu giáo quá :)))
trung lập,:v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm
trung lập,sợ ghê bây .
trung lập,đây chính là lý do tao giảm cân toàn thất bại
trung lập,tao đi quài vẫn chưa gặp nhỉ 🙃
tiêu cực,rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy
tích cực,đáng yêu quá mức
tiêu cực,cô ngu như lợn 😒😒😒
tiêu cực,rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi :))) chủ yếu đối với sai chỉ là một pha sử lý cồng kền :))
tích cực,chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^
